case_index,sha256,bytes
574,8c91f2537def2d47209ff57da6938777ce65f2632d862e5ea11dcee8064b4bf2,1606762
575,ba66c75c8e606b8657495026254ba0a09703a0f5ce9b5919a5ac51312e54750c,1523489
576,2b491e7689cae666632a01b7ac4eaba3bb3e162ca5f02c55d39c0458377bef45,2106956
577,789a5990114590689bba2aff278e73ac5782f5cc53f77614b95503130aa3a3dd,1642665
578,9746fc9feafa5fc923cb90f7ee968778ab689d29e595f1f8b452ee4a1f6bc559,1052257
579,4452c9c2a6e4d6aac2a2f63dabf01291a5573a5d1c1b8dddc01181dc1436080b,1237966
580,f90d4fa09838cbea36098d2f7ce181e95ccc4e87e1691289800ffd82a46c2b82,1139498
581,e324f516d16ba66d87573b454c57ed940b46d30e68427c4b01e49091fb26b88d,1065741
582,27a1927a5cb11f19981fcc0034a6fd3f4e093a0d3535c1b58475bcb99dd94f88,1075445
583,735b7a8e8ba4389863ad4b3b138eec967e213d55aec0da20a492367295f5c0d2,2137539
584,300f73b30ea2abb5e6def0a69d3d31f0cbd4b43b10870d05162d1afe79a7db2b,1566149
585,aa08483a86eeaf7902a3313fefcca6ddd765364f71c8e1d09cc7f3473836dba9,1119356
586,361888ebd88bfb3a9c5bcb88a2f1c9d053af5d44ba27b9713b847edc2ae42fa3,955359
587,37cb20760d77be249538a6247206e1e25a5108f6392fcec270e493e92f1b2e4f,1630786
588,f1b8eaaf5007815da3c5f1f44f434a67f2398acfdbbe985cf140a6facc1c47e6,2020940
589,b9f24af876a56aa94763653cdf0fb6efca40ca5464967b16980aaa925b0e82d0,2517221
590,eb06744a1bc91533fbb2ccfd3450c42f389cccd97cae47865d8ef1d1515a74b1,2060630
591,0957ffe8a764dfedd212ae3818cef83ad8f47e3b1c1fcd2e0c83aef4d7361bb1,1755798
592,db6b0d8844a091be635b0e01e4c9c6279d974b66079d95d9e1505992766e71b4,793801
593,b0788845f9fd9971d899c8e25086a71fdab1474d9f731f00b6324a6b2f7a4c2f,1034862
594,da5295a1ad0439f18bb9bc6b0228352bf3e4d33600c5e8c037ead5149fc1bdc7,1505906
595,384200b1a49e199e303cd68d40901a5f844a5b6e695934984d03964d709c2516,2046640
596,a148aff89521d28f326cd3d80c2f10a7edb1f9392383837d845c813733dabf13,1496638
597,f9fb2fc21b617ceb247f9b10d859779ef4c6e53e22306487fc5da8eee45b2b8f,1553900
598,ea83b2f9c344f92d0f9afa8438a2e730271bb010ca42e2792e6a871f4b2ec0d4,932622
599,bc15273fd4ba87268096d357abba917b1b3d5e99d706aaab549b9caaa994b64c,1025925
600,3df00731191a3d29d505ad164a2f5bc2abcf8612c3f1168b1c4f055a762b203d,1540498
601,4dbe72e2f90c59bff5af06e845ac428b98e28aac94b037a5758bdc75174c1aca,2083461
602,981550a78697be71611d7b16636343c32b164998713bdeee081712fcf6e9de6a,1079307
603,bc80c196b5e5b0c19ac0171905a5183f8da30e99d8bd261857ced492430954c6,2011033
604,aaf6107df049ff22fdc801735df487d83c7070fa26f11850caed46f74925eac2,1854975
605,59bd89664d2206ebe3e3814464fd2281f8d97bfe419ca2e60d7fcf19bc2443d9,1280526
606,9fc06541c0890935501ae3ab37979e49367079c2a11dfb34c62c0ded30ddca49,1233095
607,70bb15f530486f782a10f6d08ded7cd357bd75e7a858d58de1ed7a11bbbc33f9,1809890
608,59a525bf9309401ae80190db234b41953c88b850d04e280960d97d2dda77edb4,1027183
609,60dad1b10e074f6df42a859c9bb9a9ec0f863e0b391de8214c4a3d5c42c59904,1832032
610,c8c6a0d14937273871cbcb647bc9847ffa19d7d5af56eefa97e72837633f9200,1884388
611,4aaeb3fb2365a308f7272884ad76d96e2f6bc5f57f8605ded15b406cbc744be8,1791510
612,73d5d46bfd237a33af2cd8d52653a53385c56f1247d583ac1c0470b3f0394bfa,1159226
613,4c4d1a9739e86045a564b3f90745ef41f51d186c1758db300edbe4b2dd2c448c,1746763
614,a0a59a5a3dd0be8827ef1a3dffde12fb408d78faf416ce4568d351594328e0e7,1519417
615,f3f73c1919d5671ad59d7a10b706faa61d622252f85bd9a6394a55b734dbd3be,1913360
616,cd30342376f0f6d67360f81c200fb2104288fdf394fec4e4977cd3af4e445d10,1738908
617,d91751999ce40729a38c755e459e3341996da5d94575e06409c91083215fdd6b,1925700
618,2afaee3edb40574a26064268619544cf9728eb6bd71627e23bf494bb2042e044,1741060
619,6b8cbcbd347c173f393fc78b4b78ef5f8f46961329f6d8029eedba9add314a7c,885350
620,36f1a2188d07d529dd9624abc9ba17894df6bcb45162aa80ba89d7218cad5234,990923
621,3ce2c2b8ebe966b15af4ea6da1689a140d8877dbdd134e630f0da703422a7599,1914809
622,adb8b917c719422aea041d744216f5e7a300ff9c3e0b077b04d92ae283950f8d,1283579
623,17ccf7c5bb38a00cb59f38ae26fa4d9376e443fe1f3894ce3bb9eeb65833e405,1012466
624,5178403a48d25c88aab2a4f780827bc7070990a48be2d2f7f0bc2bd7241b48c9,1919168
625,1452b6dfe4f9f24abc6ce071d7dc9157b63ffe82c0da98ed94a6082835a63f6b,2408174
626,095dd4f968b527d53143ede21ca8127aa468e588e638b62d29d767ec440008c8,2449366
627,8996d4fb843074f6b2d82c50b79321be7625fbbf767c00208de1581b5abd13ad,1864549
628,2218c31e1eb71d5c26b4680763ebeef3df8cd04fdfa42ed2aea7c14b83ccc9b9,2183220
629,b425fddb948833a662011a624853760ca1df02faad0b809b47baa9b120a52b59,1595691
630,b5231b031742f3f9a2fbebd91f4ded1d9413a7ad6c4bdca6fbff48471530cdc1,2057747
631,a6faace7a63a6330d2b64772538392e9d4f888f0dfd91bdb97a952eaa78caafb,1171550
632,0feb8607d1f25d3eb506508e3347c2bbdf1475d8598a6f1aa9988b0fac5f48d6,1706999
633,17bf2522672fc81cd7d75a93488205c9ab513372f0927809540332b49cb955c4,1448039
634,529e129f38d2f1629dfdbc046260654619906272621547f78ea3f83ba596bbf7,1910021
635,ca9a727c5779aa415b022d3109a7b50d58910707be70e0c5248037dbef8c642f,1487703
636,e5ef92327079786f8a283e354742dc969b345c0d6fada12210aeb12c9e1796ac,1338674
637,9b25a138f32591ee905d98a9b068b519b56cec98978c95ad7484cb99dfef3b1b,1711545
638,56a445c992d102ddfaa053de26befbb18a637f7f83c807328635c230c7e7a2a6,2611966
639,42cfa705810e21dfdb28d1e944405650d79872ee396cde280badbcaa3396da1b,2047438
640,f5818980741fb2c7880752780b07c95911c7b3dabe10c003560ac181422e8ad2,1783981
641,65a5d14dc9e2c858483ba927d994f56359001873b5874a6e0f6c455e38271afb,881664
642,2dccb891f789e09bfe6eac7dc9a657e6542b378c81189704b702c980575ca522,2635385
643,713ef49209ed7124ceb817a325c225423fdb12e6dccd5e2cd70afc9b31d22275,1526240
644,e7c89847d4c28defc9fe40b00427457f80afa75f3e5e4aca46daf24f6c423828,2211289
645,223378f7cd2025324ba0ff807ceafa3f196687a0a9c6fa7082da2c6d95dddabe,2024999
646,3aa6776966ada778942128b6a15b101453c23dbdacf7d6f26d0e05efd4bac412,1480738
647,82a631e3a58ee0e0a45403ce1f5862b03c25ce3cb8be94ad7d34abf9b262e797,2382874
648,f0dab7f710d83f07471e61e6b45db70a33ac86d7998c5c3a1c6207d51b1427bd,1876493
649,f437cb68e6c36a7154e36a15958ee1961f1155bbf5cad5d8f97012a075003045,1909629
650,3d540bfd4d07190b7c1e663b6355edbf90c585cf1e58120ba245d4615b0fb47b,1969905
651,371856e011e8015459ccfe49f9774c7700f7409f00ee18a779f490faa60b0cb0,1778471
652,7c1e4ca014602f6aec953ed5bebdc5156ce32b224fce130a653882a638bd4c8f,1712054
653,9052d0bb4c78dddfe15fa820c25ea6b49ee1c8bcf77441b7cab139f1b7ec3c3a,1930999
654,e8d5449729e40c07a86014e48ae6152c91881396b1ffbbc08910caac2158f1ec,1234439
655,86658ee59a90b728addf7866908dcc88692c077f9d78bbf6bf4adb6e6abf348a,1927953
656,f276aa40c5816e494d730ad863231953ec4fd9f2bfb7250212836694155bd216,1724171
657,7c69f87912f4902955a6aae7309e89483f7f9cdf404ca34330d90e5ea3cbd4d2,1024902
658,5c5afb019fc25ccc8017cff487c877837a8fb1669b24e6af8fe80bd70b3470fd,1917965
659,19f0318db8a8195d836f526c483a1ff8bd4bbd17d2ca87263268de6b6a2ef25d,2771463
660,292869023b71ac2f79d032babbeca8de289415283c0a49c1801182caa0baeabe,1154768
661,8c1af4048d5a83ccec50e21577ba8584f304e09e4814418cedd75898118b0f9f,1750367
662,72f6449c6c2cc2d26c8b5fde130b0a5034da2778e7c752f2e375b2c9a0e7be11,1902910
663,161e2ae72e675af6bfb7ab8ecb58da2f80959f27900f819948f4967b0637d43d,1503517
664,3a432ae7af60c2f5915d44a7174fab3a79783a84f91cb5857faaf1c6c1a111be,1715860
665,c99f4148d76713f8bfa61af35ae4f89fe908e9c1284d67a13787c0a7a261e2e6,1136210
666,77bfe2e01b8974f736f5dc5c80136e327c12dc8af6f218122e43749609afb471,999207
667,0d0022d1c2a278fc0c9aefde6b24d0969de01aab7ea1e82deeadc81b635b1aa0,1169639
668,8139b1a02759ffb0280527feff4f0d525940cf71131fd247f02aefd563419f11,1209660
669,b32bb0604c85d471f08b6be792451bfc054634361f5261c783698472ab4f9df6,1083160
670,a102af44214694199ab96d7881d89b40c7b1326f9e8f71c4737829c4edf602bc,1713038
671,4a252f5a7193261eebbf0c42de237117eb08bd9bdf5634a02331652f8994195b,2194534
672,17b436a6157ebac981d6b82eec24a15c748ea3a69da486830922c297dcd6fc74,2252402
673,b14e0e822f14ef0b057b0f083dc3b299ab22a08abf72f834d72e0bc7e2b452ef,1161287
674,cfdcb02b3b3bbf94def4d7d23bbf88a57e3496a1b8a405b36b64776a6bad242d,2132597
675,91e92f075261779184e68d464383b96767e2e2bb07f7f83b5e614be6486c1053,1768141
676,7f45a8b5013981bc465b7a746f3430a0c9dedbff55b2eb1b387b55ab4e98e7b5,1179874
677,fa22009a3d2116ce3f1e8ff57cbf9978a701157b15bc274655d9f8620422841d,1815427
678,2e293dd37791d75e06a09f756b27593ebc4ebdb87bda6bbe9ad179623dc4da64,1505499
679,dbb44bbfa41e3022987bd3fdab1145898c8fdf92df8a38d813c057877adb12df,1036098
680,8ad04a7ccd80ff5f351a0a7a57b543935b8b5794f1f83517cbcf167ab2e5b973,1834819
681,8766ff0ab612ab93f24056dce7732df12582550880363ef1e6a836ff7da31e65,1123136
682,38bec2853de8af22a70ab732eb4449aab5e958ee22855e339398b719d083664d,2675767
683,97c7d8a9351c8ad153f6e50f1fcef4fce09e20b263a80c75ea983220cca45128,2098709
684,ede619052e258ebaee5605f18e64a1c7192fac84d75ebf525178e7a96e41993e,976729
685,4866d434e47a31078cef40d9c74d15b7f7081af09762ca06bebcad2af70d23f0,2299769
686,47001864f8a34895ce51ae39bac322e31ea80734c392e423fcb82ef11a2a0141,1867402
687,ec5b7e902b0cd59e8d40e165f436661c1c443bd7adf86b131d597697d9130d26,699676
688,2f3d7fa40f28c2658227bd185f96096751cdb02c7f7ae3f8ef43ed0ff69cf44f,2063557
689,2b07ee93256e2375b07416ab58e9dfcb13c0ac8ea2ff9380105fa759a339f17e,1805000
690,e4ede42d661307e68291ce8a218c2530fb647ce5c2e754e7310ec54625a489f4,937837
691,f0392e2dd19c7eed194d13a8166947f1f536f29b549a9426ee593242a783edf9,1441291
692,368072487e76440ce65f47a122fd50708352d6dabfa6f614724a3444517d4eeb,1100302
693,6806f3ec77a95d5e442092c6a1f61c1b829d668b5c73740c7a43b05b839a6c7d,2161828
694,6e5d742e638f0e1ad241fe3e317be438cdc1d56aade6e77facc0f0c472aef914,1970983
695,9bf33b59e2e3148a264ab207c90cab818741609a6a8e858ee4563ca4aa29f448,2024287
696,f319c5558f89dab3e14b6ebf9907e3733ff7835ab8b45a0a500a40d3fd539735,1136606
697,49d1149300a19b2680d771c52841dd17dba96af423cf2d28b2ff7dd5bba129a1,1656379
698,5a41f4205ee82120ee3fdd8ec65ee71d8d8831c4bf33b4339932d47ec35db4eb,1896090
699,ded8b8686fc84ea2c8066d61effa3921757dba8e70632c8ee3abe921db41d26d,1535710
700,4b9be701da3d450ca32c67a48647ae77616cf05803946bad2bf671fade05c554,4198898
701,1fa82c55b1a667c3bb605fbb5e3a8fb39705922caccca5a57989adbdffda9563,862532
702,bcf79874edfd66ba05c8e1a300cf4c75628e1279edcb7be9f67848117ba0be95,1115513
703,bb75a8b489d22ac56c8ae44b3391375bdea4d15ff3e6a1e346bb88ef9f4a21f4,1938595
704,a5b173866023a80695f69242918ded6e7272cb57a806f31694e905b604d1cb91,2166881
705,b6699c2d41fc7b8cbc168b217b3e14929f05664569ffd7aef4c0d502dd9688c4,1746467
706,80fb4d5d7f104e2b72a65280d565b5e4ad0c239f6fa29c827d4164467e84871c,1603450
707,78bab575f65a952e1213f8abfb69c317a92c5cb4844f9faf89eb73c64ac7ab4c,2216449
708,761cac22b86a5062273007ffa1945da0cddad3204014c946698a0a3852eb7bec,902370
709,e48bb9bfe04658a242f63d02fba445149f18869fa536001b281e24bca9f2a444,1508653
710,9d0e6bcddd3732be7416eddb7fed6b598e1f89dacbec4f9a5483362a867c628c,1270018
711,8bf7e1ec57e6df4230bfb01ff17943454e5da5122d7ca721841b8881b6920f29,847297
712,71c681ca05133be5e4efc69d002c0ccc9a488deb17e10b488222f3f9c5ae0c5b,1327669
713,657385f5fe05061a8f74a087ea5505812003bfe05173e9b54d75b7973aef4c8b,1849112
714,c448b0d427524ae608dc5f533dd4a7333c739209dfb30a3becb3c538b8694fb3,2006411
715,9598485d615b252504f2f5669efcb21840526828f2dbe05bb7c508482fb72ec7,1537618
716,7e8aed2ca60b76dddea23464bb93e1f1aeba01c8f2fe00484f8333b844188d47,1518353
717,606c1d869682fc048504cc46425d42020272ecf1cac0f127c7501299e91d3ee3,1294816
718,0d6031e31f3c98f62120a35aa0b63ac3a713301f4ce316983f0cae2d9f36c811,1040218
719,b76f27f724b22d64f27c2516b7f9d7c6b7d9befca299835f8a8888865e278969,1668200
720,55cad737418cbec64403a69ae89f5936d66be476dd6b50fe843ee799c250a2ab,989775
721,927dcbc101ae23a4045d173c924c3f4dc57ab1ad56d0e0f1420deee9239c7cc6,1131019
722,872fd11626a57ac322e093a5adbdd7ba1913dd931499071a8dac9a23e443dc23,1777180
723,5d49e866f0724c050d961ff3ebecf0cd579138e8ce5a192830aafc3c51d1423c,1083555
724,7009e364f79d0e6c145c3d98f51097932bbcb10e65f8eed3660c8d4da42a3acb,2018025
725,81d116f965b9091a11a5b3c05566306a442639d4119e6286b88447c55e150f4d,1660712
726,d92e000a24327d4d897b7d86f2c7ace02b8c1ffa527b4b9ff6a5e12bd89a301c,1104733
727,a636ec087c8640a604b85c73c875326876d74e02039d7ddfae9bbf72e524e94c,912756
728,ac9cab6a077900edc80a95364b67102e7bd416c668c8f79d81a83ab372288d88,1922978
729,525be367d2ff029e23166fa8c6c8d015c738ba3bb48c766f32052d49f5105dd5,1191143
730,1e05365372237f422aeb37f596b4b1abceacdd256472dd5e208fcc06402e3db4,926520
731,19d454ea0a7b24bf83e896091418ba3f1e73a3f704b409d0f0466210dd3a063b,1209136
732,3400fc3bbaaa18cb61b9b19704adc0d4addf1a790df79f3a8d77d665fa96e83c,975002
733,8a7b3a9ab5226865db11a170ed9d7457de5f431d600801ced13d831b0d76e7e4,1660479
734,7d45d13066f14083d97c390d78a489f7519ad6791a95259e1a098af98f16f8c5,1173129
735,6e2e340d37a241aaa05a903228c90da39b0c6eda417cea7f576d3bd47d0cb772,2006330
736,0ca876e7142e9f4671c4870e047cc771df521bc8f43e422d7c3c8f6ec543aa29,1646175
737,ca85b83197d8098f579497e8ea337ab4571469b6e3201a9296f0fe6b0673ab21,763863
738,245a12e972b24262ccd131d7b3d1c39782d2fdfd0b2fee4023d720da5ec56661,2051588
739,40174f08cee019aa4f2937c4816f5229a37d546deb244f39111d3cf7d46760ed,2266737
740,a0f8225a382f94f591c7853fee4a9e34d7a180353cae0c0a9741df175928114b,3255667
741,f6253050586a84bc50525be710f77524dfc62abe510be92115605067bfcf645b,1067217
742,c569e227e80d97d6efb131d5264444ba0f22224919c59a54c088adbfb4ac13ba,2070616
743,cfa7ad4bca1d568deccb976761591f2aa3c382046ecdb0399738d4aa41b0b00e,2061214
744,f6e742b90e7a8338b4e7a41dfe04132dd63d0084ea08a47d1b1a22b7f2e67f86,2452573
745,8e4f1a28689fa487f06f1393e8ae07105d1623a60d98f1a96c2ee2cd17e1d2ca,1390447
746,059b22669bb1ce94b24e95a17b8301e2a6c154346f4e8db316824dbb283a336a,1124021
747,645fbf4d836de66b55ccaf5f1f0ddb130e0f87579bfa245a63c42ba3164e6bd4,1846828
748,1a63671caabffa3ef249e107ec21083a4effe300e3417f37215561c0a1a6947f,1936880
749,1298582d57474ec1573b12d842c9732c385ab72b29801b7e929840c2712474d0,1800157
750,ba2eed7facbcfd07c3b85d05b8345f018cb2208c84a577b588f633a74bcd20b7,1138187
751,dd1184b3b819d3fbf290ba9c83da1010671419d2fd362dc9efbd9b67d4f29d86,1176848
752,e554ce15fa253c14113e6917f2c92e472ae6f1fef619bcb9177ead094bc1dcee,1658665
753,a1bf2ea69bdca43a20c82712123a69c0a43873ef1a80605be1888f6b982db4f6,1038690
754,cfd7966f0edbd6a5b6ef369cab4871e08a1944b5f938a132b590821e67398329,1900916
755,f19f963caeaeff49ad90ea716b92790d61b77120d8516dfc5d877d8d4a70e19a,1381386
756,53fb47d84a2ecbf77443d690ec0ae052150dc49621e963d76659d8fced988a81,940478
757,ca9f56b2a114230ad77733486c008b26808e393dcc209d70ab3acee7bd5b4a03,1866044
758,26cbc9363f59cc9bd2644cd92d5f198204b33381fdab4674f88840ff5e6fb0a6,908815
759,3d84228294a7cd74b2c827f487cb85799da88f723270835e2b56ba3c1aee754b,1951083
760,28e9851e252b460d6b962e11d534ffb19f648ff69b68838519b3cf2355cce951,1240295
761,874b44e51838a76da1836e934572554e83af4e0b1f682f626637a32338d67ce6,4238972
762,086c9221b281f4174d4e6bf72346dc92c68f569090f8faed8a66ab801092a8b6,1892104
763,67e4d560b814e4be8de69e2bb6e85e93e2c948bb5ca60ac368f52e0f78004d6d,1227546
764,5df05eeff9a81916e710397b116853867c2fbb162f3305b3786614ae4b319418,1744474
765,3587a7ccfb2acadbd2caba3d48d7517a71364e25d0cf2b9bdeeff397a4fe2d85,2242875
766,8d8b3a0a32073d05d9bdbc389b7e6d3ae3c582f878e7cc70d9ede1b3a7bbc35a,1719873
767,31b7bb4fabd0f4a7814f224056d4e9319f76c50ed36bf4a5c9ab2e17b1240032,1704360
768,e9a9be577f20425a13aac0be98169d1186936210eccdd1271d23fba1c46c1f5c,2171228
769,24958778ce68120b2f8f1ee07f9b85dddb52b1fe58695a8dfd295438e3474b18,937751
770,b47663468713b20d921ed7b74e3484b4788f618ba55b54fe773eee4cb4c62f0b,1764692
771,7c5d4bfc2cc9fd840957373d6f8ff2074a40040b37ddf4dc8c04c7ae7bf0940d,1805077
772,51fe51102f6c5941f47e6dda2c540caaae82256d7adead016e2a0a01e9662410,1219098
773,b32972e5a6aaec0a74cb778a70a8cd6622391eb6e124ef44596a98777e914bf6,1784806
774,693247f6f9a299978e78d60256d8d53ebc846e68d74fc8f72fcc965aefd649f1,2142979
775,f147b217b91b0d65b15fb9f292d2d03c2f60e84eed64ab08821f2d0d34c75c58,2374880
776,6875a47219c7d81113c3768f8869d991be235ca274866864e5dfce2b4e4fbdbd,1734869
777,5a76f40101f907b3eb9e57529af0ce7ae6e0f84671714724a0ef4a52aa327204,2471969
778,4d6f6ed29cb6c20ed5f803ad77460266b2b5af58808ef069b974326ab0663a13,843845
779,88496e87d1c10034e9ea7fd9916b911578ffba4b5cd7829ab35506418597af21,1509256
780,cd000dbda328bf5fb2623cfe0f5e3f7fe51416f6adfffeaf91108bfb6c255b11,1694906
781,5ce8c63a43c8ced646cc2d681f7eef7689160152ecdf52568844d3e3975bac38,1085767
782,41d0089d080262e8b32d136a6a2607d5fcee1641022800097b92d88c94bfe9d9,1127202
783,2fe59d335e87d9b75e579dac6730e3f7e7be7f55a6990bd50f05da3409638173,1530162
784,d2ddc78ced852b098e6df269ce0183b36a89891132d3337b96682ce9ce7750d4,1713286
785,d2530ec011b941c46e4e2eacde1299ef175ff1cf923793e26e0b03d066268cd4,1942022
786,affd52577b8a3fd1dcfbaa94946699530b917052d19fca1ba87f926f2b1b0447,1191113
787,995480e4ed3aa926f70e441c619eaf113a3db1866bff3d11f6c30d38f44039af,964195
788,4e7bf76f9bec1439d8ad6e3c23bf3c8fef3cebaedffe7a49eec2098495c4ea9d,981012
789,1bb40a6d2add4e70d04fa29e113b21a4f0f1463051e8aa77af767995084b0788,2071729
790,f16e5b75514491d76a910afd7a9bf3bfeef437fafa531c7a415a5936ef241ce8,868387
791,3fd597eea47e8de223ce5ada0e9e58db8132f252401e7454495749012d62f76e,1837932
792,a250e49558ca1ec118b013c189c280099553349ca51c6e01272452cca2e87331,982177
793,541955893d791c955499f788e6ef6dee41fd88ce73efe15266407ed26a6e39d1,1626755
794,395298c27454cd743153a1e5e76782d6e5aba576f9afb6f1ee04442fa451dbe0,1453875
795,8a6cd9ed13e7073f31c212d64799d8988f4bcdc6dce6a13a1bf29bd03a7c84c8,1209094
796,40ac5795a15c0573be0f22d38d8f2fbb5c6313659b471ba760756a8789d1146c,1257583
797,ddd0fc4a0f65597faea21606d35272ab9301cc93d807f5a02d455b3ff1e79a25,2000788
798,0d36545ee5cc308eb84cc09dc452f7fd3e26957ba3816aa2e89f104f90acac8b,1799790
799,fa66ad9c5baeb788fd613e26943b7668f58a23c7baaacc05205710f1bb1fffd5,1058340
800,5740d92683b357e00811950285cfa168126a557a9c180662db6c998468d18b6a,2770816
801,0701746b8da5b568200d5269e64e25f27bf37501f7f8167268c092ff50a4ad80,906125
802,5c178a0ebb929405d3a82715386aaf89b501cac991a1c54ac359db7e6fce72cc,1979995
803,21aa570f00d53c2fb9d32036da45e84ac015c9ec4631cc37a90890a3b3ebfd33,2190385
804,a177dfc03a7924ee302af1e46864ece03016c83ff6e6095301c7c15e1c354878,2157992
805,32c01a2c9fdeecb84c2a1599108527ed279799cdd04a0ad31110f1e8d533573d,1653450
806,0ad043fa08c6b877b0f5227f457f7ba056dfaa7db2f41b11a3964ef96da19b9c,967069
807,6a17495ae45e6943f282904d628415deba0ececd3dfff079834a4b78e7ea964f,1769201
808,c78d2d05beb4388a3bc892d0c3c7d50079c2dea2757eb6339b48358780f20735,807863
809,3689983362ecd7f9f82c73218c5be8573fb2137fe34806a52fdb2a216a65551f,1259235
810,ee4a8e475cc9a0389e3806ecdc0a696ae750cb76ecf47b8db1872c02c260cc9b,1234019
811,6f261b82a1e67379006601e6bae4c0aa156863de59e73adcc35c3776e41d8bd1,2031319
812,9ddc71675b9aecc76ddd6f75479cf52095e2b225c6c1d5b93af91dd7fb582dc4,2170967
813,af34b07d4f735fc715de422eb91c1af964b95c13e9779ea8532f29cd677bf04c,2066749
814,ac1520de629ba0d7123593a978d3faba4b1c559fc64c0520885663683b7a9e06,2255280
815,18de2483b84d04d17434ae481aad918b523928800b7b6e1b50a80e7ee201a363,2073710
816,52875d14d1824a0056bea86609289a93651bc182298d629144a7c8e025ef94c0,568384
817,87c83bcab417d904bdf71b0c52b90d3d90ca6b7d73df72421c0a7d3b891803f6,1376974
818,888f8ea7f1d336b3a8b72842745bae9f3ad92cd2df5f79b240d84646191b4762,1805352
819,ab27a56d9055e518952dc0b03df867a398594bab07ab8d02f296f81fa561f64d,1809836
820,134510cb8530ed4f330fe6216a0fa3d09ba3f3858bfeb6bac75e8712e46bdb12,1495570
821,2580a882a810944fb458a3ca4951ff722f014200537863aa4e1a442eae6cc479,1982754
822,5f66326411b10e36187f074212dabff3028c2d4661f00d6b938f8c003c9d9bcd,1359000
823,8fe449e58b50e6c0059e53dca4c3d6a7a872ce87ed276bf70077f66bc8b69a01,1512397
824,bf88afb1ed821efe8eee59d3e5ea84a988a5ea8f93393c1b1678396117b4461b,1783105
825,2e2307d1ae9c7cfbc229b9955f69298080f6d4e78bf876d51205d402bf60efc5,1170382
826,accf3435a9d808a223ce0af73c97af793b1a1abb9dfdd8f1b60c0df8d2ee5c72,1319410
827,a379287cbd6d9b1b945aa9e1e8f1d06a1c98cc4dced643d226caf30cb1f47be7,1192751
828,f4a212fddb44c62ae5c3bf61d27e50cce6b172ccd7ed02069ecb41ea6129e971,799975
829,16ca4b1c3de4ce92daabefdc468307d234a3b9a37256544d1cc589be4b19b952,1050185
830,c99cffa1f711a416a62ebc44094e56dcf977a3b0806b64791b5d4234524823f4,1617427
831,a18205224246588a4237717287ff4a8761abe27240cca858150fc312b93610ca,1606171
832,906fe03687a2eb6a6cbbc9451632d6b9633ddfdd32c2259b662a8c93a959ce58,2049162
833,ac96d7fbbe748df37061bcac0773989d45662ed30130e06d171538eda76f4702,2199240
